threshold,net_benefit,treat_all_nb,treat_none_nb,baseline,method
0.01,0.18626262626262627,0.19191919191919193,0.0,A,EfficientNet-B3
0.014949494949494949,0.18291222313371616,0.1878589007383101,0.0,A,EfficientNet-B3
0.0198989898989899,0.18000103060908998,0.18375760074203856,0.0,A,EfficientNet-B3
0.02484848484848485,0.1770250673296043,0.17961466749533872,0.0,A,EfficientNet-B3
0.029797979797979796,0.17388165885823356,0.1754294638209266,0.0,A,EfficientNet-B3
0.03474747474747475,0.1710143714245849,0.17120133947258268,0.0,A,EfficientNet-B3
0.039696969696969696,0.16811717681708216,0.16692963079835912,0.0,A,EfficientNet-B3
0.04464646464646465,0.16560513145837738,0.16261366039331784,0.0,A,EfficientNet-B3
0.049595959595959596,0.16271867361037304,0.1582527367414178,0.0,A,EfficientNet-B3
0.05454545454545454,0.1594871794871795,0.15384615384615385,0.0,A,EfficientNet-B3
0.059494949494949496,0.15685425840403822,0.14939319084953281,0.0,A,EfficientNet-B3
0.06444444444444444,0.1536104513064133,0.14489311163895488,0.0,A,EfficientNet-B3
0.06939393939393938,0.1508292629979377,0.14034516444155,0.0,A,EfficientNet-B3
0.07434343434343434,0.14782191182889567,0.13574858140549978,0.0,A,EfficientNet-B3
0.07929292929292929,0.14148473212653137,0.1311025781678552,0.0,A,EfficientNet-B3
0.08424242424242423,0.13909772777410104,0.12640635340833886,0.0,A,EfficientNet-B3
0.08919191919191918,0.1324808694687812,0.12165908838859933,0.0,A,EfficientNet-B3
0.09414141414141414,0.1291614629794826,0.1168599464763604,0.0,A,EfficientNet-B3
0.09909090909090908,0.1258055835856038,0.11200807265388497,0.0,A,EfficientNet-B3
0.10404040404040403,0.12279969936114243,0.10710259301014657,0.0,A,EfficientNet-B3
0.10898989898989898,0.12020519215508446,0.10214261421607529,0.0,A,EfficientNet-B3
0.11393939393939392,0.11389420884632923,0.09712722298221617,0.0,A,EfficientNet-B3
0.11888888888888888,0.11047078604455653,0.09205548549810848,0.0,A,EfficientNet-B3
0.12383838383838383,0.10795096456844208,0.08692644685266314,0.0,A,EfficientNet-B3
0.12878787878787878,0.10498550724637679,0.0817391304347826,0.0,A,EfficientNet-B3
0.13373737373737374,0.10202425373134329,0.07649253731343285,0.0,A,EfficientNet-B3
0.1386868686868687,0.09853055001759116,0.07118564559634102,0.0,A,EfficientNet-B3
0.14363636363636365,0.09555555555555553,0.06581740976645434,0.0,A,EfficientNet-B3
0.1485858585858586,0.0886696721635623,0.060386759995254474,0.0,A,EfficientNet-B3
0.15353535353535352,0.08568019093078759,0.05489260143198091,0.0,A,EfficientNet-B3
0.15848484848484848,0.07936142119793542,0.04933381346777099,0.0,A,EfficientNet-B3
0.16343434343434343,0.0730467680914433,0.04370924897367784,0.0,A,EfficientNet-B3
0.16838383838383839,0.06939471233653186,0.03801773351147819,0.0,A,EfficientNet-B3
0.17333333333333334,0.06639784946236559,0.03225806451612903,0.0,A,EfficientNet-B3
0.1782828282828283,0.0626818274943659,0.02642901044867854,0.0,A,EfficientNet-B3
0.18323232323232325,0.058920768406298965,0.020529309918377453,0.0,A,EfficientNet-B3
0.18818181818181817,0.05665920119447557,0.01455767077267639,0.0,A,EfficientNet-B3
0.19313131313131313,0.05285595059255552,0.008512769153730615,0.0,A,EfficientNet-B3
0.19808080808080808,0.04900575219381116,0.0023932485199647524,0.0,A,EfficientNet-B3
0.20303030303030303,0.045107731305449955,-0.0038022813688212975,0.0,A,EfficientNet-B3
0.207979797979798,0.04203630489308338,-0.010075245504399921,0.0,A,EfficientNet-B3
0.21292929292929294,0.04077173169062287,-0.01642710472279263,0.0,A,EfficientNet-B3
0.21787878787878787,0.034427224589952204,-0.022859356838434708,0.0,A,EfficientNet-B3
0.22282828282828282,0.030464431158478467,-0.02937353782167923,0.0,A,EfficientNet-B3
0.22777777777777777,0.027434052757793786,-0.03597122302158273,0.0,A,EfficientNet-B3
0.23272727272727273,0.023396524486571896,-0.042654028436018926,0.0,A,EfficientNet-B3
0.23767676767676768,0.019306567731107283,-0.049423612031270714,0.0,A,EfficientNet-B3
0.24262626262626263,0.015163154619009495,-0.05628167511336357,0.0,A,EfficientNet-B3
0.24757575757575756,0.015352396294804699,-0.06322996375352397,0.0,A,EfficientNet-B3
0.2525252525252525,0.011216216216216268,-0.07027027027027022,0.0,A,EfficientNet-B3
0.25747474747474747,0.010492450006801823,-0.07740443477077946,0.0,A,EfficientNet-B3
0.26242424242424245,0.006335250616269494,-0.08463434675431392,0.0,A,EfficientNet-B3
0.2673737373737374,-0.0012114527322028001,-0.09196194678064251,0.0,A,EfficientNet-B3
0.2723232323232323,-0.005482139552100668,-0.09938922820655188,0.0,A,EfficientNet-B3
0.2772727272727273,-0.008532494758909881,-0.10691823899371072,0.0,A,EfficientNet-B3
0.2822222222222222,-0.011578947368421022,-0.1145510835913312,0.0,A,EfficientNet-B3
0.2871717171717172,-0.014621416088044986,-0.12228992489726515,0.0,A,EfficientNet-B3
0.2921212121212121,-0.01903538812785388,-0.13013698630136988,0.0,A,EfficientNet-B3
0.29707070707070704,-0.023511519854385182,-0.1380945538152033,0.0,A,EfficientNet-B3
0.302020202020202,-0.02805113362276898,-0.14616497829233,0.0,A,EfficientNet-B3
0.30696969696969695,-0.02970266724967202,-0.15435067774376904,0.0,A,EfficientNet-B3
0.31191919191919193,-0.03279311019769038,-0.16265413975337645,0.0,A,EfficientNet-B3
0.31686868686868686,-0.035880033515698156,-0.17107792399822563,0.0,A,EfficientNet-B3
0.32181818181818184,-0.03738159070598748,-0.17962466487935658,0.0,A,EfficientNet-B3
0.32676767676767676,-0.04204301075268818,-0.18829707426856718,0.0,A,EfficientNet-B3
0.3317171717171717,-0.04677347843611443,-0.19709794437726713,0.0,A,EfficientNet-B3
0.33666666666666667,-0.049882747068676736,-0.20603015075376885,0.0,A,EfficientNet-B3
0.3416161616161616,-0.054718216221744914,-0.21509665541577166,0.0,A,EfficientNet-B3
0.3465656565656566,-0.05962693873344668,-0.22430051012521252,0.0,A,EfficientNet-B3
0.3515151515151515,-0.06461059190031157,-0.2336448598130842,0.0,A,EfficientNet-B3
0.3564646464646465,-0.06967090461989228,-0.24313294616229797,0.0,A,EfficientNet-B3
0.3614141414141414,-0.07292312559316674,-0.2527681113571655,0.0,A,EfficientNet-B3
0.36636363636363634,-0.0742467718794835,-0.2625538020086083,0.0,A,EfficientNet-B3
0.3713131313131313,-0.07745501285347042,-0.27249357326478146,0.0,A,EfficientNet-B3
0.37626262626262624,-0.08066126855600542,-0.28259109311740893,0.0,A,EfficientNet-B3
0.3812121212121212,-0.08591903362716294,-0.29285014691478944,0.0,A,EfficientNet-B3
0.38616161616161615,-0.08916460973067855,-0.3032746420931381,0.0,A,EfficientNet-B3
0.3911111111111111,-0.09454987834549874,-0.313868613138686,0.0,A,EfficientNet-B3
0.39606060606060606,-0.09783743100852985,-0.3246362267937782,0.0,A,EfficientNet-B3
0.401010101010101,-0.101124227093873,-0.3355817875210793,0.0,A,EfficientNet-B3
0.40595959595959596,-0.10668820495380607,-0.34670974324094544,0.0,A,EfficientNet-B3
0.4109090909090909,-0.11002057613168723,-0.35802469135802467,0.0,A,EfficientNet-B3
0.41585858585858587,-0.1133529310046689,-0.3695313850942418,0.0,A,EfficientNet-B3
0.4208080808080808,-0.11910708057202643,-0.38123474014649444,0.0,A,EfficientNet-B3
0.4257575757575757,-0.12829375549692174,-0.3931398416886544,0.0,A,EfficientNet-B3
0.4307070707070707,-0.13253844334043055,-0.40525195173882195,0.0,A,EfficientNet-B3
0.43565656565656563,-0.13592208102141876,-0.4175765169142653,0.0,A,EfficientNet-B3
0.4406060606060606,-0.14193210545323223,-0.43011917659804993,0.0,A,EfficientNet-B3
0.44555555555555554,-0.1480494321977288,-0.4428857715430861,0.0,A,EfficientNet-B3
0.4505050505050505,-0.15154411764705886,-0.45588235294117657,0.0,A,EfficientNet-B3
0.45545454545454545,-0.15782971619365607,-0.4691151919866445,0.0,A,EfficientNet-B3
0.46040404040404037,-0.1613864969424684,-0.4825907899663046,0.0,A,EfficientNet-B3
0.46535353535353535,-0.16784873102840234,-0.49631588890988104,0.0,A,EfficientNet-B3
0.4703030303030303,-0.16851258581235692,-0.5102974828375284,0.0,A,EfficientNet-B3
0.47525252525252526,-0.17510105871029838,-0.5245428296438883,0.0,A,EfficientNet-B3
0.4802020202020202,-0.18181500194325687,-0.5390594636610959,0.0,A,EfficientNet-B3
0.4851515151515151,-0.18551697076711784,-0.553855208946439,0.0,A,EfficientNet-B3
0.4901010101010101,-0.1924300052826202,-0.5689381933438986,0.0,A,EfficientNet-B3
0.495050505050505,-0.19621057544842294,-0.5843168633726743,0.0,A,EfficientNet-B3
0.5,-0.19999999999999998,-0.6000000000000001,0.0,A,EfficientNet-B3
0.5049494949494949,-0.20719853091205867,-0.6159967353601306,0.0,A,EfficientNet-B3
0.5098989898989899,-0.21454245671887875,-0.6323165704863973,0.0,A,EfficientNet-B3
0.5148484848484849,-0.21849885488236528,-0.6489693941286698,0.0,A,EfficientNet-B3
0.5197979797979798,-0.2260762866358155,-0.6659655027345395,0.0,A,EfficientNet-B3
0.5247474747474747,-0.23381154799858309,-0.6833156216790648,0.0,A,EfficientNet-B3
0.5296969696969697,-0.23795532646048104,-0.7010309278350515,0.0,A,EfficientNet-B3
0.5346464646464646,-0.24594602416612396,-0.7191230735836769,0.0,A,EfficientNet-B3
0.5395959595959596,-0.2502018429135586,-0.7376042123738482,0.0,A,EfficientNet-B3
0.5445454545454546,-0.2544777112441784,-0.7564870259481038,0.0,A,EfficientNet-B3
0.5494949494949495,-0.26284005979073244,-0.7757847533632287,0.0,A,EfficientNet-B3
0.5544444444444444,-0.2713881961762261,-0.795511221945137,0.0,A,EfficientNet-B3
0.5593939393939393,-0.28012838147638686,-0.8156808803301236,0.0,A,EfficientNet-B3
0.5643434343434344,-0.27611330087332875,-0.836308833758405,0.0,A,EfficientNet-B3
0.5692929292929293,-0.2849937460913071,-0.8574108818011259,0.0,A,EfficientNet-B3
0.5742424242424242,-0.29408066429418744,-0.8790035587188614,0.0,A,EfficientNet-B3
0.5791919191919191,-0.29879340694511103,-0.9011041766682668,0.0,A,EfficientNet-B3
0.5841414141414141,-0.30822119666423753,-0.9237308719941701,0.0,A,EfficientNet-B3
0.5890909090909091,-0.3178761061946902,-0.9469026548672568,0.0,A,EfficientNet-B3
0.594040404040404,-0.32776644273036404,-0.9706394625528738,0.0,A,EfficientNet-B3
0.598989898989899,-0.3379009235936188,-0.9949622166246852,0.0,A,EfficientNet-B3
0.6039393939393939,-0.33304004080591665,-1.0198928844682478,0.0,A,EfficientNet-B3
0.6088888888888889,-0.33818181818181825,-1.0454545454545459,0.0,A,EfficientNet-B3
0.6138383838383838,-0.3380713226959631,-1.071671462202459,0.0,A,EfficientNet-B3
0.6187878787878788,-0.3486062533121357,-1.098569157392687,0.0,A,EfficientNet-B3
0.6237373737373737,-0.35941834451901555,-1.1261744966442953,0.0,A,EfficientNet-B3
0.6286868686868686,-0.3738520130576713,-1.1545157780195863,0.0,A,EfficientNet-B3
0.6336363636363637,-0.38525227460711337,-1.1836228287841195,0.0,A,EfficientNet-B3
0.6385858585858586,-0.3910750885038196,-1.2135271101173841,0.0,A,EfficientNet-B3
0.6435353535353535,-0.4063181260035893,-1.244261830546897,0.0,A,EfficientNet-B3
0.6484848484848484,-0.41856321839080446,-1.2758620689655171,0.0,A,EfficientNet-B3
0.6534343434343434,-0.4248732148061787,-1.3083649081900317,0.0,A,EfficientNet-B3
0.6583838383838384,-0.4312694657993299,-1.3418095801301009,0.0,A,EfficientNet-B3
0.6633333333333333,-0.43775577557755774,-1.3762376237623763,0.0,A,EfficientNet-B3
0.6682828282828283,-0.4510515631343889,-1.4116930572472595,0.0,A,EfficientNet-B3
0.6732323232323232,-0.4612158681092219,-1.4482225656877896,0.0,A,EfficientNet-B3
0.6781818181818181,-0.47517890772128035,-1.4858757062146888,0.0,A,EfficientNet-B3
0.6831313131313131,-0.4823918818403995,-1.5247051322919989,0.0,A,EfficientNet-B3
0.6880808080808081,-0.4897279792746113,-1.5647668393782384,0.0,A,EfficientNet-B3
0.693030303030303,-0.5047186574531094,-1.6061204343534057,0.0,A,EfficientNet-B3
0.6979797979797979,-0.5202006688963209,-1.6488294314381269,0.0,A,EfficientNet-B3
0.702929292929293,-0.5125365521931317,-1.692961577694662,0.0,A,EfficientNet-B3
0.7078787878787879,-0.5285062240663901,-1.7385892116182575,0.0,A,EfficientNet-B3
0.7128282828282828,-0.5202040098487513,-1.785789658811115,0.0,A,EfficientNet-B3
0.7177777777777777,-0.5366929133858267,-1.8346456692913382,0.0,A,EfficientNet-B3
0.7227272727272727,-0.5450819672131145,-1.8852459016393437,0.0,A,EfficientNet-B3
0.7276767676767677,-0.5625618199802177,-1.9376854599406534,0.0,A,EfficientNet-B3
0.7326262626262626,-0.5806888301221509,-1.992066490366453,0.0,A,EfficientNet-B3
0.7375757575757576,-0.5994996150885296,-2.0484988452655886,0.0,A,EfficientNet-B3
0.7425252525252525,-0.6190336079508302,-2.1071008238524906,0.0,A,EfficientNet-B3
0.7474747474747474,-0.6294666666666663,-2.1679999999999993,0.0,A,EfficientNet-B3
0.7524242424242424,-0.6401835985312118,-2.2313341493268055,0.0,A,EfficientNet-B3
0.7573737373737374,-0.6616069941715238,-2.297252289758535,0.0,A,EfficientNet-B3
0.7623232323232323,-0.6839226519337015,-2.3659158521036967,0.0,A,EfficientNet-B3
0.7672727272727272,-0.710520833333333,-2.437499999999999,0.0,A,EfficientNet-B3
0.7722222222222221,-0.700894308943089,-2.512195121951218,0.0,A,EfficientNet-B3
0.7771717171717172,-0.7136476276820793,-2.5902085222121487,0.0,A,EfficientNet-B3
0.7821212121212121,-0.738794622160408,-2.6717663421418636,0.0,A,EfficientNet-B3
0.787070707070707,-0.765110689437065,-2.757115749525616,0.0,A,EfficientNet-B3
0.792020202020202,-0.7799854298203008,-2.846527440505098,0.0,A,EfficientNet-B3
0.796969696969697,-0.8085074626865674,-2.940298507462687,0.0,A,EfficientNet-B3
0.8019191919191919,-0.8249600543940165,-3.038755736868944,0.0,A,EfficientNet-B3
0.8068686868686868,-0.8593444909344488,-3.142259414225941,0.0,A,EfficientNet-B3
0.8118181818181818,-0.8920289855072461,-3.251207729468598,0.0,A,EfficientNet-B3
0.8167676767676767,-0.9149540610069823,-3.3660418963616303,0.0,A,EfficientNet-B3
0.8217171717171717,-0.9200849858356942,-3.487252124645893,0.0,A,EfficientNet-B3
0.8266666666666667,-0.9443589743589742,-3.6153846153846154,0.0,A,EfficientNet-B3
0.8316161616161616,-0.9498720255948807,-3.7510497900419906,0.0,A,EfficientNet-B3
0.8365656565656565,-0.9757107540173051,-3.8949320148331257,0.0,A,EfficientNet-B3
0.8415151515151514,-0.9994136392606752,-4.047801147227531,0.0,A,EfficientNet-B3
0.8464646464646465,-1.0244298245614036,-4.210526315789474,0.0,A,EfficientNet-B3
0.8514141414141414,-1.050890550645819,-4.384092454112848,0.0,A,EfficientNet-B3
0.8563636363636363,-1.0789451476793246,-4.569620253164556,0.0,A,EfficientNet-B3
0.8613131313131313,-1.1327992231124053,-4.768390386016021,0.0,A,EfficientNet-B3
0.8662626262626262,-1.1870594159113788,-4.981873111782473,0.0,A,EfficientNet-B3
0.8712121212121212,-1.1552941176470588,-5.211764705882353,0.0,A,EfficientNet-B3
0.8761616161616161,-1.1906742794997278,-5.460032626427405,0.0,A,EfficientNet-B3
0.8811111111111111,-1.253426791277258,-5.7289719626168205,0.0,A,EfficientNet-B3
0.886060606060606,-1.2990425531914884,-6.021276595744677,0.0,A,EfficientNet-B3
0.891010101010101,-1.3721130676552364,-6.3401297497683045,0.0,A,EfficientNet-B3
0.895959595959596,-1.4234304207119741,-6.689320388349515,0.0,A,EfficientNet-B3
0.9009090909090909,-1.4795412844036693,-7.073394495412842,0.0,A,EfficientNet-B3
0.9058585858585858,-1.576609442060085,-7.497854077253215,0.0,A,EfficientNet-B3
0.9108080808080807,-1.6533748584371444,-7.969422423556051,0.0,A,EfficientNet-B3
0.9157575757575758,-1.7346522781774587,-8.496402877697845,0.0,A,EfficientNet-B3
0.9207070707070707,-1.783205944798301,-9.089171974522293,0.0,A,EfficientNet-B3
0.9256565656565656,-1.878840579710144,-9.760869565217387,0.0,A,EfficientNet-B3
0.9306060606060605,-1.9876419213973784,-10.528384279475976,0.0,A,EfficientNet-B3
0.9355555555555555,-2.0642528735632153,-11.413793103448262,0.0,A,EfficientNet-B3
0.9405050505050505,-2.1064742501414835,-12.446519524618,0.0,A,EfficientNet-B3
0.9454545454545454,-2.268888888888888,-13.666666666666664,0.0,A,EfficientNet-B3
0.9504040404040404,-2.391181262729122,-15.130346232179214,0.0,A,EfficientNet-B3
0.9553535353535353,-2.542443438914023,-16.91855203619907,0.0,A,EfficientNet-B3
0.9603030303030302,-2.8868702290076267,-19.152671755725148,0.0,A,EfficientNet-B3
0.9652525252525253,-3.1475581395348833,-22.023255813953487,0.0,A,EfficientNet-B3
0.9702020202020202,-3.600056497175138,-25.847457627118622,0.0,A,EfficientNet-B3
